IGHV4.38.2	IGHV4.38.2.1	IGHV3.41	IGHV3.41.1	IGHV3.72	IGHV3.72.1	IGHV3.30.3	IGHV3.30.3.1	IGHV3.64	IGHV3.64.1	IGHV7.4.1	IGHV7.4.1.1	IGHV3.71	IGHV3.71.1	IGHV4.31	IGHV4.31.1	IGHV1.46	IGHV1.46.1	IGHV2.26	IGHV2.26.1	IGHV1.58	IGHV1.58.1	IGHV1.8	IGHV1.8.1	IGHV3.13	IGHV3.13.1	IGHV4.30.4	IGHV4.30.4.1	IGHV6.1	IGHV6.1.1	IGHV3.11	IGHV3.11.1	IGHV3.48	IGHV3.48.1	IGHV3.19	IGHV3.19.1	IGHV4.61	IGHV4.61.1	IGHV3.15	IGHV3.15.1	IGHV3.33	IGHV3.33.1	IGHV1.24	IGHV1.24.1	IGHV5.10.1	IGHV5.10.1.1	IGHV3.43	IGHV3.43.1	IGHV3.7	IGHV3.7.1	IGHV3.21	IGHV3.21.1	IGHV4.4	IGHV4.4.1	IGHV4.59	IGHV4.59.1	IGHV3.66	IGHV3.66.1	IGHV3.69.1	IGHV3.69.1.1	IGHV4.30.2	IGHV4.30.2.1	IGHV3.73	IGHV3.73.1	IGHV4.34	IGHV4.34.1	IGHV3.49	IGHV3.49.1	IGHV1.69	IGHV1.69.1	IGHV3.53	IGHV3.53.1	IGHV2.70	IGHV2.70.1	IGHV5.51	IGHV5.51.1	IGHV2.5	IGHV2.5.1	IGHV4.39	IGHV4.39.1	IGHV3.52	IGHV3.52.1	IGHV3.23	IGHV3.23.1	IGHV3.22	IGHV3.22.1	IGHV3.9	IGHV3.9.1	IGHV3.30	IGHV3.30.1	IGHV1.2	IGHV1.2.1	IGHV1.18	IGHV1.18.1	IGHV1.3	IGHV1.3.1	IGHV3.74	IGHV3.74.1	IGHV3.20	IGHV3.20.1
0.00447951341799203	0.00602759154203198	0	1.61165549252192E-05	0.00624666091316319	0.0194526817947396	0.0316031726462006	0.023675219185147	0.00271236592282086	0.0042870036101083	0.00649323963341964	0.00174058793192367	0.00152056877491472	0	0.00698639707393252	1.61165549252192E-05	0.00739736160769326	0.00625322331098504	0.00115070069453006	0.000918643630737494	0.00427403115111166	0	0.00895902683598405	0.00678506962351728	0.0144659515883779	0.0219507478081485	0.00275346237619693	0.00122485817431666	0.0046849956848724	0.00220796802475503	0.032384005260346	0.0296866941722537	0.0775079110672749	0.0509283135636926	0.00110960424115399	4.83496647756576E-05	0.0068631077138043	0.00778429602888087	0.0375621583857313	0.054635121196493	0.0438499157522706	0.000273981433728726	0.00505486376525706	0.001176508509541	0.00180824394854724	0	0.0114659104919245	0.0399207065497679	0.0606172687297086	0.046028880866426	0.0460691242345786	0.0459321815368747	0.00427403115111166	0.00449651882413615	0.0182057288456006	0.0197911294481692	0.00423293469773559	0.0185018050541516	0.00172605104179509	0	0.00382197016397485	0.000112815884476534	0.00723297579418896	0.00778429602888087	0.0376854477458595	0.0180344249613203	0.00702749352730859	0.0139891696750903	0.0193975259935068	0.000821944301186178	0.0276579131220976	0.000338447653429603	0.00230140138906012	1.61165549252192E-05	0.0133563473472239	0.00485108303249098	0.00345210208359019	0.00212738525012893	0.0162330990835491	0.0184373388344507	0.00197262976205153	1.61165549252192E-05	0.176714749517117	0.249742135121197	0.000863025520897547	0.00286874677668901	0.0410553569226976	0.0459966477565756	0.100768503678133	0.15517019082001	0.0180413430320963	0.00365845796802475	0.0160276168166687	0.00783264569365652	0.00801380840833436	0.00215961835997937	0.0339456704886368	0.0521854048478597	0.00427403115111166	4.83496647756576E-05
0	0	0.000962943285960951	0	0.00687342276530748	0.0290654238855882	0.0477819099482003	0.0743889857341065	0.00167684951520786	0.00636806716709951	0.00348651879399655	3.55757942296062E-05	0.00141120998804622	0	0.0064085535927746	0.00259703297876125	0.0126344800106256	0	0.0012451852835702	0.00398448895371589	0.000929738345065746	0.0136611049841688	0.00735489440828795	0.0368209470276424	0.0136472307079293	0.0597673343057384	0.00290543232833046	0	0.0120201886040643	0.00590558184211463	0.0422698897595962	0.000106727382688819	0.0439301368043565	0.00722188622861005	0.0025567804489308	0	0.00825142781245849	0.000106727382688819	0.0331883384247576	0.015262015724501	0.0708593438703679	0.104521683446583	0.00936379333244787	0.00554982389981856	0.0102437242661708	0	0.0128005047151016	0	0.0783636605126843	0.128606496140026	0.0463374950192589	0.0197089900032018	0.00401779784831983	0	0.024272811794395	0.0216300828916006	0.00111236551998937	0.0419794371909353	0.00154402975162704	0	0.000514676583875681	3.55757942296062E-05	0.00378536326205339	0.0158668042264044	0.0493923495816177	0.0216656586858302	0.0051135608978616	0	0.0142781245849382	0.00192109288839873	0.0286558639925621	0.00412679213063432	0.00307145703280648	0.000355757942296062	0.013829857882853	0.00530079334021132	0.00449926949130031	0.00195666868262834	0.0308971975029884	0.0182148066455584	0.000348651879399655	0	0.161143578164431	0.173752179017397	0.0019424890423695	7.11515884592124E-05	0.0318269358480542	0.000711515884592124	0.0542070660114225	0.0434380447543491	0.0172499667950591	0.0104592835035042	0.0142117147031478	0.00195666868262834	0.0123024306016735	0.00818243267280942	0.0374551733297915	0.11469636059625	0.00262319033072121	0
0.0106173473756315	0	0	9.74184120798831E-05	0.00505180238034078	0.0145640526059425	0.000171247538316637	9.74184120798831E-05	0.00462368353454919	0.00798830979055041	0.000770613922424865	0.00370189965903556	0.00239746553643291	0	0.00051374261494991	0.0131514856307842	0.00633615891771556	0.00988796882610813	0.000770613922424865	0.00370189965903556	0.000941861460741502	0.000828056502679006	0.0138710506036476	0.0105698977106673	0.0196934669064132	0.0128592303945446	0	0	0.00616491137939892	0.0170482221139795	0.0522304991865742	0.0363857769118363	0.053514855723949	0.0594252313687287	0.0023118417672746	0	0.0124154465279562	0	0.043839369809059	0.0418412079883098	0.0357051117390188	0.0381880175353142	0.00376744584296601	0.000146127618119825	8.56237691583184E-05	0	0.000256871307474955	0.0219191427179737	0.0732083226303622	0.0944958597174866	0.055141707337957	0.0259620068192888	0.0442674886548506	0.023331709693132	0.0281702200530867	0.0546030199707745	0.0291120815138282	0.0589381393083293	8.56237691583184E-05	0.000146127618119825	0	0	0.0032537032280161	0.00862152946906965	0.0338213888175357	0.0188504627374574	0.00102748522989982	0.00228933268387725	0.00428118845791592	0.00555284948855334	0.0268002397465536	0.0103263516804676	0.000599366384108228	0.00219191427179737	0.00967548591488997	0.00438382854359474	0.00821988183919856	0.00287384315635655	0.0283414675914034	0.0278129566488066	0.0083911293775152	0	0.167993835088621	0.162640038967365	0.00299683192054114	0	0.0429831321174758	0.0562104237700925	0.0194365955989383	0.0556746225036532	0.00265433684390787	0.00823185582075012	0.0276564774381368	0.00930345835362884	0.00684990153266547	0.00837798343886995	0.0786026200873362	0.0512907939600585	0.0172960013699803	0.0129079396005845
0	0	0.00244877136297934	0.000381133873272987	0.00499957486608282	0.0237573447673495	0.0414590596037752	0.000127044624424329	0.00540770342657937	0.000730506590439892	0.00231272850948049	0	0.00263583028654026	0.00139749086866762	0.00620695519088513	0.0112434492615531	0.00807754442649435	0.00292202636175957	0.00154748745854944	0.000254089248848658	0.000697219624181617	0.00171510242972844	0.0152027888784967	0.00203271399078926	0.0154918799421818	0.0143242814038431	0.00278887849672647	0	0.00603690162401156	0.0188026044148007	0.0351840829861406	0.0384627600444656	0.0574951109599524	0.0516118786723837	0.000714224980868974	6.35223122121645E-05	0.00532267664314259	0.00708273781165634	0.032769322336536	0.035890106399873	0.0547062324632259	0.0262982372558361	0.00452342487883683	0.00882960139749087	0	0.00473241225980626	0.0173794745344784	0.0039383833571542	0.0421732845846442	0.0863585834524377	0.0664229232208146	0.0276639669683976	0.00581583198707593	0.00956010798793076	0.0338916758779015	0.0308400825790059	0.0171413995408554	3.17611561060823E-05	0	0	0.00219369101266899	0.00371605526441162	0.00542470878326673	0.00565348578688264	0.0446730720176856	0.0275686835000794	0.00346909276422073	3.17611561060823E-05	0.0128730550123289	0.00539939653803398	0.0314599098716096	0.0554549785612196	0.00297593742028739	0	0.0140804353371312	0.0233444497379705	0.00290791599353796	0.00327139907892647	0.024708783266729	0.0438303954263935	0.00331604455403452	0.0129585516912816	0.132301675027634	0.137239955534381	0.00561176770682765	0	0.0611172519343593	0.0348737494044783	0.0793810050165802	0.138510401778625	0.00868973726723918	0.0248689852310624	0.0221749851203129	0.0113387327298714	0.00833262477680469	0.00231856439574401	0.0282458974576992	0.0499285373987613	0.0108324122098461	0.0106399872955376
0.004695885509839	3.7219689215595E-05	0.000402504472271914	0.00200986321764213	0.025	0.0154461710244719	0.000178890876565295	0.025272168977389	0.000491949910554562	0.00200986321764213	0.00268336314847943	0.000130268912254583	0.0009391771019678	3.7219689215595E-05	4.47227191413238E-05	0.0154833907136875	0.00688729874776386	0.00882106634409603	0.000670840787119857	0.00493160882106634	0.00245974955277281	0	0.0156529516994633	0.00722061970782544	0.0116726296958855	0.0262026612077789	0	0.00485716944263515	0.00796064400715563	0.0150367544431004	0.0521914132379249	0.0387643063180422	0.0743738819320215	0.055978412580255	0	0.0014887875686238	0.004695885509839	0.0237647715641574	0.0317531305903399	0.0636456685586675	0.0275939177101968	0.0239694798548432	0.00366726296958855	0.0075183772215502	0	5.58295338233926E-05	0.0028175313059034	0.000390806736763748	0.0773255813953488	0.0790918395831395	0.0493738819320215	0.0332371824695264	0.013953488372093	0.0178468409788778	0.0197227191413238	0.0640364752954313	0.0045169946332737	0.0203963896901461	0.000134168157423971	0	0.00107334525939177	0.000837443007350889	0.00183363148479428	0.0148320461524146	0.0234347048300537	0.00971433888527031	0.00147584973166369	0.000967711919605471	0.0178443649373882	0.000632734716665116	0.028309481216458	0.0234670140504327	0.00304114490161002	0.00113520052107565	0.0111806797853309	0.00636456685586675	0.0037567084078712	0.00783474457988276	0.0147137745974955	0.0233181352935703	0.00129695885509839	0.0074811575323346	0.223121645796064	0.158239508700102	0.0018783542039356	0.00353587047548153	0.0606440071556351	0.0310970503396297	0.0818425760286225	0.0701218944821811	0.0221377459749553	0.0106448311156602	0.0125223613595707	0.0120219596166372	0.0045169946332737	0.00623429794361217	0.0326923076923077	0.0500418721503675	0.00746869409660107	0.00325672280636457
0.0245319371111732	9.32458894103752E-05	0.00288264968452635	9.32458894103752E-05	0.0100451517067933	0.0056258353277593	0.011898283646846	9.32458894103752E-05	0.00867736384627829	0.00136760637801884	0.00511817392966923	0	0.00260320915388349	0.00652721225872626	0	0.00466229447051876	0.00361801950200756	0.0100705560563205	0.000235318341593988	0.000559475336462251	1.47073963496242E-05	0	0.00469165943553013	0.00118111459919809	0.00786845704704896	0.0148571783793864	0.00523583310046622	0	0.00864794905357904	0.00217573741957542	0.0365478799288162	0.0181207845087496	0.0693012515994293	0.0807198582662481	0.00185313194005265	0	0.00626535084493992	0.000590557299599043	0.0463430058976659	0.0210735710067448	0.0015148618240113	0.0877754638982998	0.00222081684879326	0.0112516706555186	0	0.00823672023124981	0.0262968246731281	0.00780157274733472	0.0882443780977454	0.0492959935349517	0.0454605621166885	0.0667329748546918	0.00826555674848881	0.0109097690610139	0.0347094553851132	0.0440120598016971	0.0372685423499478	0.0416187486401641	0.00251496477578574	0	0	3.10819631367917E-05	0.00176488756195491	0.00568799925403289	0.0334004971099966	0.0389767817735368	0.00372097127645493	0.00391632735523576	0.00682423190622564	0.0225655052373108	0.0130895827511656	0.0148260964162496	0.000367684908740606	0.000590557299599043	0.00705955024781963	0.0115624902868865	0.00370626388010531	0.00158518011997638	0.041916079596429	0.0145463587480185	0.00104422514082332	3.10819631367917E-05	0.165605282896769	0.228980822428745	0.00691247628432339	0.0127125229229478	0.0263556542585266	0.0613868771951636	0.0840968923271513	0.00755291704224039	0.0106775697498272	0.018959997513443	0.0106334475607783	0.0107543592453299	0.00460341505743238	0.012681440959811	0.0578000676540232	0.0280980946756597	0.00820672716309032	3.10819631367917E-05
0.000112473287594196	0.00650969529085873	0.00213699246428973	0.00564404432132964	0.00641097739286919	0.0152354570637119	0.0416151164098527	0.0344529085872576	0.00146215273872455	0.000346260387811634	0	0.00010387811634349	0.00911033629512991	0.00277008310249307	0.0203576650545495	0.00373961218836565	0.0323923068271286	0.0171052631578947	0.000112473287594196	0.000623268698060942	0	0	0.000112473287594196	0	0.0169834664267237	0.00668282548476454	0.00146215273872455	0.000173130193905817	0.000224946575188393	0.00775623268698061	0.0094477561579125	0.00159279778393352	0.00877291643234732	0.0549861495844875	0	0	0.00146215273872455	0.00810249307479224	0.00483635136655044	0.0533587257617729	0.0682712855696772	0.0577908587257618	0.000562366437970982	6.92520775623269E-05	0.00269935890226071	0.0046398891966759	0.0358789787425486	0.0284972299168975	0.0349791924417951	0.048303324099723	0.0596108424249241	0.0388850415512465	0.0286806883365201	0.00813711911357341	0.0706332246091553	0.0128462603878116	0.00877291643234732	0.00460526315789474	0	0.0010387811634349	0	0.00148891966759003	0.0250815431335058	0.0021814404432133	0.000449893150376785	0.0197368421052632	0.000112473287594196	0.00131578947368421	0.00224946575188393	0.0302631578947368	0.0409402766842875	0.0286703601108033	0.0118096951973906	0.000450138504155125	0.0168709931391295	0.00876038781163435	0.00393656506579687	0.00162742382271468	0.11123608143066	0.0348684210526316	0	0.000727146814404432	0.101563378697559	0.212742382271468	0.000224946575188393	0	0.000337419862782589	6.92520775623269E-05	0.0683837588572714	0.105609418282548	0.0373411314812732	0.00408587257617729	0.0285682150489259	0.0326869806094183	0.0209200314925205	0.0128462603878116	0.0625351479023732	0.0742036011080332	0.000337419862782589	0.00266620498614958
0.0111057750030016	0.00555819759838307	0	0	0.0497358626485773	0.0255914873380097	0.0160283347340617	0.0183093567946736	0.0105054628406772	0.0222922363571514	0.00348181054148157	2.97229818095351E-05	0.000330171689278425	0	0.0054328250690359	0.000743074545238378	0.00855444831312282	0.0082035429794317	0.0026413735142274	0.00130781119961955	0	0.000505290690762097	0.0113458998679313	0.00163476399952443	0.0199303637891704	0.0243728450838188	0.00462240364989795	0	0.00105054628406772	0.0238675543930567	0.0353583863609077	0.0594756866008798	0.0370092448072998	0.0627452145999287	0	0	0	0.000237783854476281	0.0494357065674151	0.0712757103792653	0.00624324648817385	0.0697301153251694	0	0	3.00156081162204E-05	0.00178337890857211	0.00759394885340377	0.00237783854476281	0.126215632128707	0.0614076804184996	0.0486252851482771	0.0636369040542147	0.0365590106855565	0.017328498394959	0.0155781006123184	0.0354892402805849	0.00282146716292472	0.00532041374390679	3.00156081162204E-05	0	0.000210109256813543	0.0121269765782903	0.00276143594669228	0.00529069076209725	0.0174990995317565	0.0575734157650696	0.00759394885340377	0.00258589941742956	0.00636330892063873	0.0016050410177149	0.0134469924360668	0.0065985019617168	0.0024912954736463	0.00416121745333492	0.00537279385280346	0.0049934609440019	0.00114059310841638	0.000861966472476519	0.0328070596710289	0.013107834978005	0.00576299675831432	0	0.170608716532597	0.120675306146713	0.0161784127746428	5.94459636190703E-05	0.0495257533917637	0.0244322910474379	0.0674750870452635	0.104714064914992	0.0202305198703326	0.0153965045773392	0.000120062432464882	0.00526096778028772	0.00564293432584944	0.000921412436095589	0.0572697802857486	0.0272559743193437	0.00399207587945732	0.00915467839733682
0	0.000111906893464637	3.17440162529363E-05	0	0.0125706304361628	0.00299350940017905	0.000920576471335153	0.000251790510295434	0.00387276998285823	0.00257385854968666	0	0.0129252461951656	0.00390451399911117	0.00623880931065354	0.0248238207097962	0.0117782005371531	0.0103485492984572	0.00159467323187108	0.00107929655259984	5.59534467323187E-05	0.00120627261761158	0.00299350940017905	0.00736461177068123	0.0227730528200537	0.010475525363469	0.038803715308863	0	5.59534467323187E-05	0.0088248365183163	0.00660250671441361	0.0352993460732652	0.0314458370635631	0.0572979493365501	0.0189402417188899	0.00250777728398197	0	0.0060313630880579	0.00551141450313339	0.0282839184813663	0.055477842435094	0.0455526633229636	0.0243677260519248	0.000984064503841026	0.00260183527305282	0.00711065964065774	5.59534467323187E-05	0.00657101136435782	0.0111627126230976	0.0838042029077519	0.038803715308863	0.0545997079550505	0.045294315129812	0.0113326138022983	0.0138205013428827	0.0364738746746238	0.103262085944494	0.0105390133959749	0.0290398388540734	0.000698368357564599	0.001930393912265	0.000888832455082217	0	0.00587264300679322	0.0227170993733214	0.0327915687892832	0.0378245299910474	0.00180940892641737	0.00355304386750224	0.0205066344993969	0.00414055505819158	0.020951050726938	0.0146318263205013	0.00488857850295219	0.00302148612354521	0.0195225699955558	0.0137085944494181	0.00584089899054028	0.00131490599820949	0.0416481493238525	0.0352226947179946	0	0	0.14789537172243	0.0776354073410922	0	0.0180449865711728	0.0226652276045965	0.057408236347359	0.077264935559647	0.109053267681289	0.0334581931305949	0.0224093554162936	0.0161894482889975	0.0241159355416294	0.00406323408037585	0.00276969561324978	0.0544727318900387	0.0392793196060877	0.0136499269887626	0.0193878692927484
0	0.000113700966458215	0.0014215449350354	2.84252416145537E-05	0.00885622494527052	0.00324047754405912	0.0540187075313451	0.00170551449687322	0.00253034998436301	0.00514496873223422	0.000838711511670884	0.00170551449687322	0.00676655389076849	5.68504832291074E-05	0.027592187189037	0.00412166003411029	0.00483325277912035	2.84252416145537E-05	0.00122252864413044	0.00181921546333144	0.00180536206749495	0	0.0127370426179172	0.000511654349061967	0.023654507718989	0.00278567367822626	0.0026867199272169	0	0.0112586358854803	0.0217737350767482	0.0258436869189435	0.0552018192154633	0.0450771898899724	0.0489766913018761	0.00149262218178717	0	0.000582833423364513	0.0120523024445708	0.0379694652147954	0.0625923820352473	0.0766212719984079	0.0650369528140989	0.00390924857134734	0.00483229107447413	0	2.84252416145537E-05	0.0086145623063145	0.0141557703240478	0.0653910670116282	0.103752131893121	0.0548858499417167	0.0604889141557703	0.00840133056605919	0.00898237635019898	0.0302646916669036	0.0448550312677658	0.0223893327268075	0.000596930073905628	0	0	0.00729252551673158	0	0.00344013874278566	0.00386583285957931	0.0290421630227732	0.0383172256964184	0.00170585392204248	0.0194144400227402	0.00945327381798539	0.0101478112563957	0.0162056122594035	0.00770324047754406	0.00218917919995451	2.84252416145537E-05	0.00686606203622096	0.0104889141557703	0.00241662638956017	0.0011654349061967	0.0234412759787337	0.0177373507674815	0.0050322690700253	2.84252416145537E-05	0.124783214397407	0.189567936327459	0.00302789071162539	0.000625355315520182	0.0469109828561681	0.026435474701535	0.100887044039462	0.0486924388857305	0.0130639979529753	0.00935190449118817	0.0168879538282205	0.00946560545764639	0.00380974042589486	0.0193860147811256	0.0364341966849572	0.0446560545764639	0.00281465897137008	0.00776009096077317
